League,Season,Team,TeamMatchRows,LeadOpportunities,BehindOpportunities,LevelOpportunities,ProtectedLeads,LeadSlips,LeadCollapses,ComebackWins,RecoveryDraws,DrawBreakthroughs,StateChanges,Points,GoalsFor,GoalsAgainst,AvgSwingIntensity,AvgTotalMatchCards,AvgSecondHalfGoalShare,LeadShieldPct,CollapseExposurePct,LeadCollapsePct,ResilienceRatePct,ComebackWinRatePct,DrawBreakthroughRatePct,StateChangeRatePct,PointsPerMatch,GoalsForPerMatch,GoalsAgainstPerMatch
German Bundesliga,2019/20,Augsburg,34.0,10.0,9.0,15.0,6.0,2.0,2.0,1.0,0.0,2.0,13.0,36.0,45.0,63.0,1.1764705882352942,4.029411764705882,0.5862031249999999,60.0,40.0,20.0,11.11,11.11,13.33,38.24,1.059,1.324,1.853
German Bundesliga,2019/20,Bayern Munich,34.0,21.0,3.0,10.0,21.0,0.0,0.0,0.0,1.0,5.0,8.0,82.0,100.0,32.0,1.3235294117647058,3.4411764705882355,0.5072848484848486,100.0,0.0,0.0,33.33,0.0,50.0,23.53,2.412,2.941,0.941
German Bundesliga,2019/20,Dortmund,34.0,16.0,7.0,11.0,12.0,3.0,1.0,2.0,1.0,7.0,16.0,69.0,84.0,41.0,1.8529411764705883,3.088235294117647,0.6299121212121213,75.0,25.0,6.25,42.86,28.57,63.64,47.06,2.029,2.471,1.206
German Bundesliga,2019/20,Ein Frankfurt,34.0,10.0,15.0,9.0,8.0,0.0,2.0,2.0,3.0,3.0,13.0,45.0,59.0,60.0,1.2352941176470589,4.382352941176471,0.6617000000000001,80.0,20.0,20.0,33.33,13.33,33.33,38.24,1.324,1.735,1.765
German Bundesliga,2019/20,FC Koln,34.0,11.0,19.0,4.0,7.0,2.0,2.0,2.0,2.0,1.0,10.0,36.0,51.0,69.0,1.2352941176470589,4.411764705882353,0.5780852941176471,63.64,36.36,18.18,21.05,10.53,25.0,29.41,1.059,1.5,2.029
German Bundesliga,2019/20,Fortuna Dusseldorf,34.0,9.0,12.0,13.0,4.0,3.0,2.0,0.0,2.0,2.0,13.0,30.0,36.0,67.0,1.1764705882352942,4.323529411764706,0.6176818181818181,44.44,55.56,22.22,16.67,0.0,15.38,38.24,0.882,1.059,1.971
German Bundesliga,2019/20,Freiburg,34.0,9.0,11.0,14.0,7.0,1.0,1.0,0.0,4.0,6.0,16.0,48.0,48.0,47.0,0.9705882352941176,3.7058823529411766,0.5563735294117647,77.78,22.22,11.11,36.36,0.0,42.86,47.06,1.412,1.412,1.382
German Bundesliga,2019/20,Hertha,34.0,9.0,13.0,12.0,6.0,2.0,1.0,0.0,3.0,5.0,15.0,41.0,48.0,59.0,1.3235294117647058,4.117647058823529,0.66563125,66.67,33.33,11.11,23.08,0.0,41.67,44.12,1.206,1.412,1.735
German Bundesliga,2019/20,Hoffenheim,34.0,7.0,14.0,13.0,6.0,1.0,0.0,3.0,2.0,6.0,15.0,52.0,53.0,53.0,1.1764705882352942,4.5,0.5277787878787878,85.71,14.29,0.0,35.71,21.43,46.15,44.12,1.529,1.559,1.559
German Bundesliga,2019/20,Leverkusen,34.0,14.0,6.0,14.0,14.0,0.0,0.0,0.0,0.0,5.0,8.0,63.0,61.0,44.0,0.8235294117647058,3.911764705882353,0.5023818181818182,100.0,0.0,0.0,0.0,0.0,35.71,23.53,1.853,1.794,1.294
German Bundesliga,2019/20,M'gladbach,34.0,14.0,5.0,15.0,12.0,2.0,0.0,1.0,0.0,7.0,15.0,65.0,66.0,40.0,0.9411764705882353,5.029411764705882,0.6112935483870967,85.71,14.29,0.0,20.0,20.0,46.67,44.12,1.912,1.941,1.176
German Bundesliga,2019/20,Mainz,34.0,9.0,15.0,10.0,9.0,0.0,0.0,1.0,1.0,1.0,9.0,37.0,44.0,65.0,1.1176470588235294,4.647058823529412,0.4665575757575757,100.0,0.0,0.0,13.33,6.67,10.0,26.47,1.088,1.294,1.912
German Bundesliga,2019/20,Paderborn,34.0,4.0,18.0,12.0,2.0,2.0,0.0,0.0,1.0,2.0,10.0,20.0,37.0,74.0,0.9705882352941176,4.5588235294117645,0.47916875,50.0,50.0,0.0,5.56,0.0,16.67,29.41,0.588,1.088,2.176
German Bundesliga,2019/20,RB Leipzig,34.0,17.0,8.0,9.0,16.0,1.0,0.0,2.0,3.0,0.0,7.0,66.0,81.0,37.0,1.0588235294117647,3.8823529411764706,0.5445343749999999,94.12,5.88,0.0,62.5,25.0,0.0,20.59,1.941,2.382,1.088
German Bundesliga,2019/20,Schalke 04,34.0,7.0,11.0,16.0,4.0,3.0,0.0,0.0,0.0,5.0,10.0,39.0,38.0,58.0,1.0294117647058822,4.147058823529412,0.67945,57.14,42.86,0.0,0.0,0.0,31.25,29.41,1.147,1.118,1.706
German Bundesliga,2019/20,Union Berlin,34.0,9.0,9.0,16.0,7.0,1.0,1.0,0.0,0.0,5.0,14.0,41.0,41.0,58.0,1.088235294117647,3.8823529411764706,0.5877470588235295,77.78,22.22,11.11,0.0,0.0,31.25,41.18,1.206,1.206,1.706
German Bundesliga,2019/20,Werder Bremen,34.0,11.0,12.0,11.0,6.0,3.0,2.0,0.0,1.0,2.0,14.0,31.0,42.0,69.0,1.0294117647058822,5.0,0.535639393939394,54.55,45.45,18.18,8.33,0.0,18.18,41.18,0.912,1.235,2.029
German Bundesliga,2019/20,Wolfsburg,34.0,10.0,10.0,14.0,9.0,1.0,0.0,0.0,3.0,4.0,12.0,49.0,48.0,46.0,0.8823529411764706,4.294117647058823,0.6072937500000001,90.0,10.0,0.0,30.0,0.0,28.57,35.29,1.441,1.412,1.353
German Bundesliga,2020/21,Augsburg,34.0,8.0,13.0,13.0,5.0,2.0,1.0,0.0,1.0,5.0,14.0,36.0,36.0,54.0,1.088235294117647,3.823529411764706,0.60714375,62.5,37.5,12.5,7.69,0.0,38.46,41.18,1.059,1.059,1.588
German Bundesliga,2020/21,Bayern Munich,34.0,19.0,7.0,8.0,19.0,0.0,0.0,1.0,3.0,4.0,9.0,78.0,99.0,44.0,1.1764705882352942,2.8823529411764706,0.4144558823529412,100.0,0.0,0.0,57.14,14.29,50.0,26.47,2.294,2.912,1.294
German Bundesliga,2020/21,Bielefeld,34.0,4.0,10.0,20.0,3.0,1.0,0.0,0.0,0.0,6.0,14.0,35.0,26.0,52.0,0.9705882352941176,3.4411764705882355,0.7233366666666666,75.0,25.0,0.0,0.0,0.0,30.0,41.18,1.029,0.765,1.529
German Bundesliga,2020/21,Dortmund,34.0,9.0,6.0,19.0,9.0,0.0,0.0,2.0,1.0,9.0,19.0,64.0,75.0,46.0,1.4411764705882353,3.235294117647059,0.6840323529411765,100.0,0.0,0.0,50.0,33.33,47.37,55.88,1.882,2.206,1.353
German Bundesliga,2020/21,Ein Frankfurt,34.0,13.0,5.0,16.0,8.0,4.0,1.0,1.0,2.0,7.0,18.0,60.0,69.0,53.0,1.2058823529411764,4.352941176470588,0.6429941176470589,61.54,38.46,7.69,60.0,20.0,43.75,52.94,1.765,2.029,1.559
German Bundesliga,2020/21,FC Koln,34.0,6.0,10.0,18.0,4.0,1.0,1.0,0.0,1.0,4.0,14.0,33.0,34.0,60.0,0.8823529411764706,3.676470588235294,0.6457,66.67,33.33,16.67,10.0,0.0,22.22,41.18,0.971,1.0,1.765
German Bundesliga,2020/21,Freiburg,34.0,8.0,9.0,17.0,7.0,0.0,1.0,0.0,1.0,5.0,11.0,45.0,52.0,52.0,1.088235294117647,3.4411764705882355,0.6116181818181818,87.5,12.5,12.5,11.11,0.0,29.41,32.35,1.324,1.529,1.529
German Bundesliga,2020/21,Hertha,34.0,7.0,13.0,14.0,5.0,0.0,2.0,2.0,2.0,1.0,11.0,35.0,41.0,52.0,1.0588235294117647,4.147058823529412,0.5349758620689655,71.43,28.57,28.57,30.77,15.38,7.14,32.35,1.029,1.206,1.529
German Bundesliga,2020/21,Hoffenheim,34.0,8.0,15.0,11.0,6.0,1.0,1.0,4.0,2.0,1.0,12.0,43.0,52.0,54.0,1.1764705882352942,3.3823529411764706,0.4833354838709678,75.0,25.0,12.5,40.0,26.67,9.09,35.29,1.265,1.529,1.588
German Bundesliga,2020/21,Leverkusen,34.0,14.0,6.0,14.0,11.0,3.0,0.0,0.0,1.0,3.0,12.0,52.0,53.0,39.0,0.7058823529411765,3.264705882352941,0.57199,78.57,21.43,0.0,16.67,0.0,21.43,35.29,1.529,1.559,1.147
German Bundesliga,2020/21,M'gladbach,34.0,13.0,6.0,15.0,6.0,3.0,4.0,2.0,2.0,5.0,21.0,49.0,64.0,56.0,1.3529411764705883,4.147058823529412,0.6246030303030302,46.15,53.85,30.77,66.67,33.33,33.33,61.76,1.441,1.882,1.647
German Bundesliga,2020/21,Mainz,34.0,11.0,9.0,14.0,6.0,3.0,2.0,0.0,1.0,4.0,15.0,39.0,39.0,56.0,0.9411764705882353,4.147058823529412,0.51763125,54.55,45.45,18.18,11.11,0.0,28.57,44.12,1.147,1.147,1.647
German Bundesliga,2020/21,RB Leipzig,34.0,11.0,6.0,17.0,11.0,0.0,0.0,1.0,3.0,7.0,16.0,65.0,60.0,32.0,0.9411764705882353,3.6176470588235294,0.61979375,100.0,0.0,0.0,66.67,16.67,41.18,47.06,1.912,1.765,0.941
German Bundesliga,2020/21,Schalke 04,34.0,5.0,18.0,11.0,2.0,2.0,1.0,0.0,2.0,1.0,13.0,16.0,25.0,86.0,1.5294117647058822,4.0588235294117645,0.6132125,40.0,60.0,20.0,11.11,0.0,9.09,38.24,0.471,0.735,2.529
German Bundesliga,2020/21,Stuttgart,34.0,10.0,13.0,11.0,6.0,3.0,1.0,1.0,4.0,5.0,18.0,45.0,56.0,55.0,1.1764705882352942,4.088235294117647,0.6195411764705883,60.0,40.0,10.0,38.46,7.69,45.45,52.94,1.324,1.647,1.618
German Bundesliga,2020/21,Union Berlin,34.0,8.0,7.0,19.0,4.0,3.0,1.0,1.0,1.0,7.0,15.0,50.0,50.0,43.0,0.9117647058823529,3.676470588235294,0.584671875,50.0,50.0,12.5,28.57,14.29,36.84,44.12,1.471,1.471,1.265
German Bundesliga,2020/21,Werder Bremen,34.0,4.0,14.0,16.0,3.0,1.0,0.0,1.0,1.0,3.0,11.0,31.0,36.0,57.0,0.7058823529411765,4.117647058823529,0.56171875,75.0,25.0,0.0,14.29,7.14,18.75,32.35,0.912,1.059,1.676
German Bundesliga,2020/21,Wolfsburg,34.0,15.0,6.0,13.0,13.0,2.0,0.0,0.0,1.0,4.0,9.0,61.0,61.0,37.0,0.8235294117647058,3.676470588235294,0.4810645161290323,86.67,13.33,0.0,16.67,0.0,30.77,26.47,1.794,1.794,1.088
German Bundesliga,2021/22,Augsburg,34.0,7.0,15.0,12.0,5.0,1.0,1.0,0.0,3.0,5.0,13.0,38.0,39.0,56.0,1.0,3.911764705882353,0.5005387096774193,71.43,28.57,14.29,20.0,0.0,41.67,38.24,1.118,1.147,1.647
German Bundesliga,2021/22,Bayern Munich,34.0,19.0,6.0,9.0,17.0,2.0,0.0,2.0,0.0,5.0,10.0,77.0,97.0,37.0,1.2352941176470589,2.5588235294117645,0.4806058823529412,89.47,10.53,0.0,33.33,33.33,55.56,29.41,2.265,2.853,1.088
German Bundesliga,2021/22,Bielefeld,34.0,4.0,14.0,16.0,2.0,2.0,0.0,0.0,5.0,3.0,17.0,28.0,27.0,53.0,0.9705882352941176,3.411764705882353,0.5833312500000001,50.0,50.0,0.0,35.71,0.0,18.75,50.0,0.824,0.794,1.559
German Bundesliga,2021/22,Bochum,34.0,8.0,11.0,15.0,6.0,1.0,1.0,0.0,2.0,6.0,16.0,42.0,38.0,52.0,0.9705882352941176,3.676470588235294,0.5866843750000001,75.0,25.0,12.5,18.18,0.0,40.0,47.06,1.235,1.118,1.529
German Bundesliga,2021/22,Dortmund,34.0,15.0,11.0,8.0,13.0,1.0,1.0,3.0,1.0,6.0,13.0,69.0,85.0,52.0,1.0,3.911764705882353,0.5385205882352941,86.67,13.33,6.67,36.36,27.27,75.0,38.24,2.029,2.5,1.529
German Bundesliga,2021/22,Ein Frankfurt,34.0,8.0,12.0,14.0,4.0,3.0,1.0,1.0,2.0,5.0,14.0,42.0,45.0,49.0,0.7352941176470589,3.6470588235294117,0.48733225806451613,50.0,50.0,12.5,25.0,8.33,35.71,41.18,1.235,1.324,1.441
German Bundesliga,2021/22,FC Koln,34.0,8.0,11.0,15.0,5.0,3.0,0.0,2.0,3.0,7.0,19.0,52.0,52.0,49.0,1.1176470588235294,3.9411764705882355,0.6166676470588235,62.5,37.5,0.0,45.45,18.18,46.67,55.88,1.529,1.529,1.441
German Bundesliga,2021/22,Freiburg,34.0,15.0,9.0,10.0,13.0,2.0,0.0,0.0,4.0,2.0,12.0,55.0,58.0,46.0,0.6470588235294118,3.0,0.4821466666666667,86.67,13.33,0.0,44.44,0.0,20.0,35.29,1.618,1.706,1.353
German Bundesliga,2021/22,Greuther Furth,34.0,6.0,15.0,13.0,2.0,1.0,3.0,0.0,1.0,1.0,11.0,18.0,28.0,82.0,1.1470588235294117,3.2941176470588234,0.6138793103448277,33.33,66.67,50.0,6.67,0.0,7.69,32.35,0.529,0.824,2.412
German Bundesliga,2021/22,Hertha,34.0,9.0,17.0,8.0,5.0,3.0,1.0,1.0,1.0,3.0,12.0,33.0,37.0,71.0,1.1470588235294117,3.264705882352941,0.5769878787878787,55.56,44.44,11.11,11.76,5.88,37.5,35.29,0.971,1.088,2.088
German Bundesliga,2021/22,Hoffenheim,34.0,10.0,10.0,14.0,8.0,1.0,1.0,1.0,2.0,4.0,15.0,46.0,58.0,60.0,1.2058823529411764,3.676470588235294,0.56034375,80.0,20.0,10.0,30.0,10.0,28.57,44.12,1.353,1.706,1.765
German Bundesliga,2021/22,Leverkusen,34.0,18.0,3.0,13.0,14.0,2.0,2.0,1.0,1.0,4.0,15.0,64.0,80.0,47.0,1.3235294117647058,3.5,0.5513727272727272,77.78,22.22,11.11,66.67,33.33,30.77,44.12,1.882,2.353,1.382
German Bundesliga,2021/22,M'gladbach,34.0,16.0,8.0,10.0,10.0,5.0,1.0,0.0,1.0,2.0,14.0,45.0,54.0,61.0,1.0588235294117647,4.235294117647059,0.4063705882352941,62.5,37.5,6.25,12.5,0.0,20.0,41.18,1.324,1.588,1.794
German Bundesliga,2021/22,Mainz,34.0,13.0,12.0,9.0,8.0,2.0,3.0,1.0,3.0,4.0,16.0,46.0,50.0,45.0,1.0294117647058822,3.9705882352941178,0.5432281250000001,61.54,38.46,23.08,33.33,8.33,44.44,47.06,1.353,1.471,1.324
German Bundesliga,2021/22,RB Leipzig,34.0,15.0,8.0,11.0,12.0,3.0,0.0,1.0,1.0,4.0,13.0,58.0,72.0,37.0,1.3235294117647058,3.5588235294117645,0.6558424242424242,80.0,20.0,0.0,25.0,12.5,36.36,38.24,1.706,2.118,1.088
German Bundesliga,2021/22,Stuttgart,34.0,6.0,16.0,12.0,4.0,2.0,0.0,2.0,4.0,1.0,14.0,33.0,41.0,59.0,1.0294117647058822,3.735294117647059,0.5499999999999999,66.67,33.33,0.0,37.5,12.5,8.33,41.18,0.971,1.206,1.735
German Bundesliga,2021/22,Union Berlin,34.0,11.0,10.0,13.0,8.0,3.0,0.0,1.0,2.0,7.0,15.0,57.0,50.0,44.0,0.7647058823529411,3.5,0.49672499999999997,72.73,27.27,0.0,30.0,10.0,53.85,44.12,1.676,1.471,1.294
German Bundesliga,2021/22,Wolfsburg,34.0,11.0,11.0,12.0,8.0,2.0,1.0,0.0,3.0,4.0,17.0,42.0,43.0,54.0,1.1764705882352942,3.8529411764705883,0.5303757575757576,72.73,27.27,9.09,27.27,0.0,33.33,50.0,1.235,1.265,1.588
German Bundesliga,2022/23,Augsburg,34.0,5.0,9.0,20.0,1.0,3.0,1.0,0.0,2.0,8.0,24.0,34.0,42.0,63.0,1.1176470588235294,4.882352941176471,0.5898058823529411,20.0,80.0,20.0,22.22,0.0,40.0,70.59,1.0,1.235,1.853
German Bundesliga,2022/23,Bayern Munich,34.0,26.0,2.0,6.0,18.0,5.0,3.0,0.0,2.0,3.0,15.0,71.0,92.0,38.0,1.2058823529411764,3.0,0.5144647058823528,69.23,30.77,11.54,100.0,0.0,50.0,44.12,2.088,2.706,1.118
German Bundesliga,2022/23,Bochum,34.0,7.0,16.0,11.0,6.0,1.0,0.0,0.0,1.0,4.0,10.0,35.0,40.0,72.0,1.0,3.7941176470588234,0.5437647058823529,85.71,14.29,0.0,6.25,0.0,36.36,29.41,1.029,1.176,2.118
German Bundesliga,2022/23,Dortmund,34.0,18.0,8.0,8.0,14.0,2.0,2.0,1.0,2.0,7.0,14.0,71.0,83.0,44.0,1.2352941176470589,4.4411764705882355,0.4483205882352941,77.78,22.22,11.11,37.5,12.5,87.5,41.18,2.088,2.441,1.294
German Bundesliga,2022/23,Ein Frankfurt,34.0,13.0,10.0,11.0,11.0,2.0,0.0,1.0,4.0,1.0,13.0,50.0,58.0,52.0,1.0,4.5,0.5069970588235293,84.62,15.38,0.0,50.0,10.0,9.09,38.24,1.471,1.706,1.529
German Bundesliga,2022/23,FC Koln,34.0,9.0,13.0,12.0,6.0,2.0,1.0,2.0,2.0,2.0,11.0,42.0,49.0,54.0,1.0,4.294117647058823,0.5336620689655173,66.67,33.33,11.11,30.77,15.38,16.67,32.35,1.235,1.441,1.588
German Bundesliga,2022/23,Freiburg,34.0,11.0,6.0,17.0,8.0,1.0,2.0,2.0,1.0,7.0,17.0,59.0,51.0,44.0,1.3529411764705883,4.382352941176471,0.6967774193548386,72.73,27.27,18.18,50.0,33.33,41.18,50.0,1.735,1.5,1.294
German Bundesliga,2022/23,Hertha,34.0,5.0,17.0,12.0,2.0,3.0,0.0,1.0,0.0,4.0,11.0,29.0,42.0,69.0,0.9117647058823529,3.8529411764705883,0.5355029411764705,40.0,60.0,0.0,5.88,5.88,33.33,32.35,0.853,1.235,2.029
German Bundesliga,2022/23,Hoffenheim,34.0,8.0,14.0,12.0,7.0,0.0,1.0,0.0,1.0,3.0,9.0,36.0,48.0,57.0,0.6470588235294118,4.411764705882353,0.4354939393939394,87.5,12.5,12.5,7.14,0.0,25.0,26.47,1.059,1.412,1.676
German Bundesliga,2022/23,Leverkusen,34.0,11.0,12.0,11.0,9.0,1.0,1.0,2.0,1.0,3.0,10.0,50.0,57.0,49.0,1.0588235294117647,5.264705882352941,0.5677062500000001,81.82,18.18,9.09,25.0,16.67,27.27,29.41,1.471,1.676,1.441
German Bundesliga,2022/23,M'gladbach,34.0,12.0,9.0,13.0,9.0,2.0,1.0,0.0,2.0,2.0,12.0,43.0,52.0,55.0,1.0,4.029411764705882,0.5466666666666666,75.0,25.0,8.33,22.22,0.0,15.38,35.29,1.265,1.529,1.618
German Bundesliga,2022/23,Mainz,34.0,12.0,12.0,10.0,8.0,4.0,0.0,1.0,2.0,3.0,13.0,46.0,54.0,55.0,1.0294117647058822,4.323529411764706,0.4905454545454546,66.67,33.33,0.0,25.0,8.33,30.0,38.24,1.353,1.588,1.618
German Bundesliga,2022/23,RB Leipzig,34.0,16.0,10.0,8.0,15.0,0.0,1.0,1.0,3.0,4.0,10.0,66.0,64.0,41.0,1.1176470588235294,4.5588235294117645,0.541269696969697,93.75,6.25,6.25,40.0,10.0,50.0,29.41,1.941,1.882,1.206
German Bundesliga,2022/23,Schalke 04,34.0,7.0,15.0,12.0,6.0,1.0,0.0,1.0,1.0,0.0,7.0,31.0,35.0,71.0,1.0294117647058822,4.411764705882353,0.5935172413793105,85.71,14.29,0.0,13.33,6.67,0.0,20.59,0.912,1.029,2.088
German Bundesliga,2022/23,Stuttgart,34.0,5.0,12.0,17.0,4.0,0.0,1.0,0.0,3.0,3.0,12.0,33.0,45.0,57.0,0.8529411764705882,4.588235294117647,0.5500030303030303,80.0,20.0,20.0,25.0,0.0,17.65,35.29,0.971,1.324,1.676
German Bundesliga,2022/23,Union Berlin,34.0,9.0,9.0,16.0,8.0,1.0,0.0,3.0,0.0,7.0,13.0,62.0,51.0,38.0,1.0,3.8529411764705883,0.5709566666666667,88.89,11.11,0.0,33.33,33.33,43.75,38.24,1.824,1.5,1.118
German Bundesliga,2022/23,Werder Bremen,34.0,7.0,8.0,19.0,5.0,1.0,1.0,1.0,1.0,4.0,19.0,36.0,51.0,64.0,0.9411764705882353,4.235294117647059,0.690335294117647,71.43,28.57,14.29,25.0,12.5,21.05,55.88,1.059,1.5,1.882
German Bundesliga,2022/23,Wolfsburg,34.0,11.0,10.0,13.0,9.0,1.0,1.0,0.0,2.0,4.0,10.0,49.0,57.0,48.0,0.9705882352941176,4.235294117647059,0.5220451612903225,81.82,18.18,9.09,20.0,0.0,30.77,29.41,1.441,1.676,1.412
German Bundesliga,2023/24,Augsburg,34.0,7.0,15.0,12.0,5.0,1.0,1.0,3.0,2.0,2.0,13.0,39.0,50.0,60.0,0.9117647058823529,4.0588235294117645,0.4495823529411765,71.43,28.57,14.29,33.33,20.0,16.67,38.24,1.147,1.471,1.765
German Bundesliga,2023/24,Bayern Munich,34.0,18.0,6.0,10.0,16.0,0.0,2.0,1.0,1.0,6.0,12.0,72.0,94.0,45.0,1.6764705882352942,3.3529411764705883,0.5486970588235295,88.89,11.11,11.11,33.33,16.67,60.0,35.29,2.118,2.765,1.324
German Bundesliga,2023/24,Bochum,34.0,10.0,12.0,12.0,5.0,5.0,0.0,0.0,0.0,2.0,10.0,33.0,42.0,74.0,1.0,5.176470588235294,0.55409375,50.0,50.0,0.0,0.0,0.0,16.67,29.41,0.971,1.235,2.176
German Bundesliga,2023/24,Darmstadt,34.0,2.0,19.0,13.0,1.0,1.0,0.0,0.0,3.0,2.0,13.0,17.0,30.0,86.0,1.2647058823529411,4.411764705882353,0.54650625,50.0,50.0,0.0,15.79,0.0,15.38,38.24,0.5,0.882,2.529
German Bundesliga,2023/24,Dortmund,34.0,15.0,7.0,12.0,11.0,3.0,1.0,2.0,2.0,5.0,16.0,63.0,68.0,43.0,1.2352941176470589,3.911764705882353,0.4818181818181818,73.33,26.67,6.67,57.14,28.57,41.67,47.06,1.853,2.0,1.265
German Bundesliga,2023/24,Ein Frankfurt,34.0,9.0,13.0,12.0,7.0,2.0,0.0,2.0,5.0,2.0,14.0,47.0,51.0,50.0,0.8823529411764706,3.9705882352941178,0.4765625,77.78,22.22,0.0,53.85,15.38,16.67,41.18,1.382,1.5,1.471
German Bundesliga,2023/24,FC Koln,34.0,3.0,10.0,21.0,1.0,2.0,0.0,1.0,2.0,3.0,18.0,27.0,28.0,60.0,1.0588235294117647,4.5,0.644790625,33.33,66.67,0.0,30.0,10.0,14.29,52.94,0.794,0.824,1.765
German Bundesliga,2023/24,Freiburg,34.0,11.0,8.0,15.0,7.0,0.0,4.0,0.0,1.0,4.0,12.0,42.0,45.0,58.0,0.8823529411764706,4.0588235294117645,0.5016129032258064,63.64,36.36,36.36,12.5,0.0,26.67,35.29,1.235,1.324,1.706
German Bundesliga,2023/24,Heidenheim,34.0,6.0,18.0,10.0,5.0,0.0,1.0,2.0,6.0,3.0,13.0,42.0,50.0,55.0,0.7058823529411765,3.735294117647059,0.49174375000000003,83.33,16.67,16.67,44.44,11.11,30.0,38.24,1.235,1.471,1.618
German Bundesliga,2023/24,Hoffenheim,34.0,13.0,13.0,8.0,8.0,3.0,2.0,3.0,2.0,2.0,16.0,46.0,66.0,66.0,1.088235294117647,4.852941176470588,0.5210088235294118,61.54,38.46,15.38,38.46,23.08,25.0,47.06,1.353,1.941,1.941
German Bundesliga,2023/24,Leverkusen,34.0,22.0,4.0,8.0,22.0,0.0,0.0,2.0,2.0,4.0,8.0,90.0,89.0,24.0,1.2647058823529411,3.8529411764705883,0.5626272727272729,100.0,0.0,0.0,100.0,50.0,50.0,23.53,2.647,2.618,0.706
German Bundesliga,2023/24,M'gladbach,34.0,9.0,11.0,14.0,4.0,2.0,3.0,1.0,2.0,2.0,13.0,34.0,56.0,67.0,1.0294117647058822,3.9705882352941178,0.5218935483870968,44.44,55.56,33.33,27.27,9.09,14.29,38.24,1.0,1.647,1.971
German Bundesliga,2023/24,Mainz,34.0,9.0,12.0,13.0,4.0,5.0,0.0,1.0,2.0,2.0,14.0,35.0,39.0,51.0,1.0588235294117647,5.382352941176471,0.46630967741935486,44.44,55.56,0.0,25.0,8.33,15.38,41.18,1.029,1.147,1.5
German Bundesliga,2023/24,RB Leipzig,34.0,15.0,6.0,13.0,11.0,3.0,1.0,1.0,1.0,7.0,15.0,65.0,77.0,39.0,1.2647058823529411,4.617647058823529,0.565775,73.33,26.67,6.67,33.33,16.67,53.85,44.12,1.912,2.265,1.147
German Bundesliga,2023/24,Stuttgart,34.0,19.0,5.0,10.0,16.0,2.0,1.0,1.0,0.0,6.0,12.0,73.0,78.0,39.0,1.2352941176470589,3.9705882352941178,0.6192558823529412,84.21,15.79,5.26,20.0,20.0,60.0,35.29,2.147,2.294,1.147
German Bundesliga,2023/24,Union Berlin,34.0,7.0,14.0,13.0,4.0,1.0,2.0,0.0,1.0,5.0,13.0,33.0,33.0,58.0,1.1470588235294117,3.9705882352941178,0.5759612903225806,57.14,42.86,28.57,7.14,0.0,38.46,38.24,0.971,0.971,1.706
German Bundesliga,2023/24,Werder Bremen,34.0,8.0,11.0,15.0,6.0,2.0,0.0,0.0,0.0,5.0,10.0,42.0,48.0,54.0,0.9411764705882353,4.852941176470588,0.6200970588235294,75.0,25.0,0.0,0.0,0.0,33.33,29.41,1.235,1.412,1.588
German Bundesliga,2023/24,Wolfsburg,34.0,12.0,11.0,11.0,7.0,2.0,3.0,1.0,2.0,2.0,16.0,37.0,41.0,56.0,1.0,5.117647058823529,0.459314705882353,58.33,41.67,25.0,27.27,9.09,18.18,47.06,1.088,1.206,1.647
German Bundesliga,2024/25,Augsburg,34.0,10.0,10.0,14.0,7.0,2.0,1.0,0.0,1.0,4.0,11.0,43.0,35.0,51.0,0.7941176470588235,3.9411764705882355,0.5109241379310345,70.0,30.0,10.0,10.0,0.0,28.57,32.35,1.265,1.029,1.5
German Bundesliga,2024/25,Bayern Munich,34.0,19.0,3.0,12.0,18.0,0.0,1.0,0.0,2.0,7.0,10.0,82.0,99.0,32.0,1.3235294117647058,3.411764705882353,0.5866515151515151,94.74,5.26,5.26,66.67,0.0,58.33,29.41,2.412,2.912,0.941
German Bundesliga,2024/25,Bochum,33.0,7.0,16.0,10.0,3.0,2.0,2.0,1.0,3.0,1.0,16.0,22.0,31.0,67.0,1.1818181818181819,3.484848484848485,0.5779531250000001,42.86,57.14,28.57,25.0,6.25,10.0,48.48,0.667,0.939,2.03
German Bundesliga,2024/25,Dortmund,34.0,15.0,10.0,9.0,13.0,2.0,0.0,1.0,0.0,3.0,8.0,57.0,71.0,51.0,1.0588235294117647,4.176470588235294,0.5656575757575757,86.67,13.33,0.0,10.0,10.0,33.33,23.53,1.676,2.088,1.5
German Bundesliga,2024/25,Ein Frankfurt,34.0,17.0,5.0,12.0,13.0,3.0,1.0,0.0,1.0,4.0,12.0,60.0,68.0,46.0,1.0,3.4411764705882355,0.5341727272727272,76.47,23.53,5.88,20.0,0.0,33.33,35.29,1.765,2.0,1.353
German Bundesliga,2024/25,Freiburg,34.0,9.0,9.0,16.0,7.0,1.0,1.0,1.0,1.0,8.0,15.0,55.0,49.0,53.0,1.1764705882352942,3.5,0.5866633333333333,77.78,22.22,11.11,22.22,11.11,50.0,44.12,1.618,1.441,1.559
German Bundesliga,2024/25,Heidenheim,34.0,7.0,17.0,10.0,6.0,1.0,0.0,0.0,1.0,2.0,9.0,29.0,37.0,64.0,0.9411764705882353,4.0588235294117645,0.5274562500000001,85.71,14.29,0.0,5.88,0.0,20.0,26.47,0.853,1.088,1.882
