League,Season,Team,TeamMatchRows,LeadOpportunities,BehindOpportunities,LevelOpportunities,ProtectedLeads,LeadSlips,LeadCollapses,ComebackWins,RecoveryDraws,DrawBreakthroughs,StateChanges,Points,GoalsFor,GoalsAgainst,AvgSwingIntensity,AvgTotalMatchCards,AvgSecondHalfGoalShare,LeadShieldPct,CollapseExposurePct,LeadCollapsePct,ResilienceRatePct,ComebackWinRatePct,DrawBreakthroughRatePct,StateChangeRatePct,PointsPerMatch,GoalsForPerMatch,GoalsAgainstPerMatch
German Bundesliga,2024/25,Hoffenheim,34.0,7.0,17.0,10.0,5.0,2.0,0.0,1.0,3.0,1.0,10.0,32.0,46.0,68.0,0.7941176470588235,3.5294117647058822,0.538728125,71.43,28.57,0.0,23.53,5.88,10.0,29.41,0.941,1.353,2.0
German Bundesliga,2024/25,Holstein Kiel,34.0,9.0,21.0,4.0,6.0,3.0,0.0,0.0,3.0,0.0,9.0,25.0,49.0,80.0,0.7941176470588235,4.647058823529412,0.44874411764705885,66.67,33.33,0.0,14.29,0.0,0.0,26.47,0.735,1.441,2.353
German Bundesliga,2024/25,Leverkusen,34.0,17.0,6.0,11.0,11.0,5.0,1.0,2.0,2.0,6.0,16.0,69.0,72.0,43.0,1.0,3.764705882352941,0.45682000000000006,64.71,35.29,5.88,66.67,33.33,54.55,47.06,2.029,2.118,1.265
German Bundesliga,2024/25,M'gladbach,34.0,10.0,10.0,14.0,8.0,2.0,0.0,0.0,0.0,5.0,12.0,45.0,55.0,57.0,0.9705882352941176,3.0294117647058822,0.6188666666666667,80.0,20.0,0.0,0.0,0.0,35.71,35.29,1.324,1.618,1.676
German Bundesliga,2024/25,Mainz,34.0,16.0,11.0,7.0,12.0,3.0,1.0,1.0,3.0,1.0,11.0,52.0,55.0,43.0,0.7352941176470589,4.970588235294118,0.49025,75.0,25.0,6.25,36.36,9.09,14.29,32.35,1.529,1.618,1.265
German Bundesliga,2024/25,RB Leipzig,34.0,14.0,8.0,12.0,8.0,2.0,4.0,2.0,3.0,3.0,16.0,51.0,53.0,48.0,1.1470588235294117,4.235294117647059,0.5082,57.14,42.86,28.57,62.5,25.0,25.0,47.06,1.5,1.559,1.412
German Bundesliga,2024/25,St Pauli,34.0,9.0,12.0,13.0,6.0,3.0,0.0,0.0,2.0,2.0,15.0,32.0,28.0,41.0,0.8529411764705882,3.9411764705882355,0.5247290322580646,66.67,33.33,0.0,16.67,0.0,15.38,44.12,0.941,0.824,1.206
German Bundesliga,2024/25,Stuttgart,34.0,9.0,8.0,17.0,6.0,2.0,1.0,3.0,1.0,5.0,19.0,50.0,64.0,53.0,1.1764705882352942,5.352941176470588,0.624460606060606,66.67,33.33,11.11,50.0,37.5,29.41,55.88,1.471,1.882,1.559
German Bundesliga,2024/25,Union Berlin,33.0,8.0,13.0,12.0,6.0,1.0,1.0,2.0,2.0,2.0,11.0,40.0,35.0,49.0,0.9696969696969697,3.8484848484848486,0.49425172413793106,75.0,25.0,12.5,30.77,15.38,16.67,33.33,1.212,1.061,1.485
German Bundesliga,2024/25,Werder Bremen,34.0,9.0,11.0,14.0,8.0,1.0,0.0,0.0,3.0,6.0,13.0,51.0,54.0,57.0,0.9411764705882353,4.9411764705882355,0.5040741935483871,88.89,11.11,0.0,27.27,0.0,42.86,38.24,1.5,1.588,1.676
German Bundesliga,2024/25,Wolfsburg,34.0,8.0,13.0,13.0,7.0,0.0,1.0,1.0,4.0,3.0,13.0,43.0,56.0,54.0,0.7352941176470589,4.352941176470588,0.618453125,87.5,12.5,12.5,38.46,7.69,23.08,38.24,1.265,1.647,1.588
Italian Serie A,2015/16,Atalanta,38.0,7.0,7.0,24.0,7.0,0.0,0.0,1.0,0.0,3.0,13.0,45.0,41.0,47.0,0.7105263157894737,5.631578947368421,0.5735264705882352,100.0,0.0,0.0,14.29,14.29,12.5,34.21,1.184,1.079,1.237
Italian Serie A,2015/16,Bologna,38.0,9.0,7.0,22.0,5.0,3.0,1.0,1.0,0.0,5.0,21.0,42.0,33.0,45.0,1.0,4.657894736842105,0.6409121212121212,55.56,44.44,11.11,14.29,14.29,22.73,55.26,1.105,0.868,1.184
Italian Serie A,2015/16,Carpi,38.0,6.0,15.0,17.0,5.0,0.0,1.0,1.0,2.0,3.0,12.0,38.0,37.0,57.0,0.7105263157894737,5.368421052631579,0.5814935483870969,83.33,16.67,16.67,20.0,6.67,17.65,31.58,1.0,0.974,1.5
Italian Serie A,2015/16,Chievo,38.0,6.0,9.0,23.0,3.0,2.0,1.0,1.0,1.0,9.0,20.0,50.0,43.0,45.0,0.9736842105263158,5.2894736842105265,0.5872529411764705,50.0,50.0,16.67,22.22,11.11,39.13,52.63,1.316,1.132,1.184
Italian Serie A,2015/16,Empoli,38.0,7.0,13.0,18.0,4.0,2.0,1.0,1.0,3.0,7.0,20.0,46.0,40.0,49.0,0.9210526315789473,5.447368421052632,0.5609542857142856,57.14,42.86,14.29,30.77,7.69,38.89,52.63,1.211,1.053,1.289
Italian Serie A,2015/16,Fiorentina,38.0,16.0,8.0,14.0,14.0,1.0,1.0,1.0,1.0,3.0,10.0,64.0,60.0,42.0,0.7894736842105263,5.552631578947368,0.5014705882352941,87.5,12.5,6.25,25.0,12.5,21.43,26.32,1.684,1.579,1.105
Italian Serie A,2015/16,Frosinone,38.0,9.0,13.0,16.0,4.0,3.0,2.0,0.0,0.0,4.0,17.0,31.0,35.0,76.0,1.3157894736842106,5.631578947368421,0.665242857142857,44.44,55.56,22.22,0.0,0.0,25.0,44.74,0.816,0.921,2.0
Italian Serie A,2015/16,Genoa,38.0,8.0,12.0,18.0,6.0,0.0,2.0,1.0,2.0,6.0,18.0,46.0,45.0,48.0,1.0263157894736843,5.105263157894737,0.6295257142857142,75.0,25.0,25.0,25.0,8.33,33.33,47.37,1.211,1.184,1.263
Italian Serie A,2015/16,Inter,38.0,14.0,7.0,17.0,11.0,1.0,2.0,0.0,1.0,9.0,16.0,67.0,50.0,38.0,0.7894736842105263,5.605263157894737,0.6121675675675675,78.57,21.43,14.29,14.29,0.0,52.94,42.11,1.763,1.316,1.0
Italian Serie A,2015/16,Juventus,38.0,20.0,4.0,14.0,20.0,0.0,0.0,0.0,1.0,9.0,12.0,91.0,75.0,20.0,0.8947368421052632,5.421052631578948,0.557411111111111,100.0,0.0,0.0,25.0,0.0,64.29,31.58,2.395,1.974,0.526
Italian Serie A,2015/16,Lazio,38.0,11.0,17.0,10.0,10.0,0.0,1.0,2.0,3.0,3.0,10.0,54.0,52.0,52.0,1.0,4.842105263157895,0.5237411764705883,90.91,9.09,9.09,29.41,11.76,30.0,26.32,1.421,1.368,1.368
Italian Serie A,2015/16,Milan,38.0,12.0,9.0,17.0,11.0,0.0,1.0,1.0,3.0,3.0,13.0,57.0,49.0,43.0,0.7894736842105263,5.2368421052631575,0.5534323529411764,91.67,8.33,8.33,44.44,11.11,17.65,34.21,1.5,1.289,1.132
Italian Serie A,2015/16,Napoli,38.0,19.0,5.0,14.0,18.0,1.0,0.0,1.0,1.0,6.0,12.0,82.0,80.0,32.0,1.131578947368421,4.421052631578948,0.5366685714285714,94.74,5.26,0.0,40.0,20.0,42.86,31.58,2.158,2.105,0.842
Italian Serie A,2015/16,Palermo,38.0,9.0,15.0,14.0,7.0,2.0,0.0,0.0,0.0,3.0,9.0,39.0,38.0,65.0,0.9210526315789473,5.052631578947368,0.5295228571428572,77.78,22.22,0.0,0.0,0.0,21.43,23.68,1.026,1.0,1.711
Italian Serie A,2015/16,Roma,38.0,19.0,6.0,13.0,16.0,3.0,0.0,1.0,3.0,6.0,15.0,80.0,83.0,41.0,1.0,5.157894736842105,0.6180162162162164,84.21,15.79,0.0,66.67,16.67,46.15,39.47,2.105,2.184,1.079
Italian Serie A,2015/16,Sampdoria,38.0,6.0,16.0,16.0,5.0,1.0,0.0,0.0,1.0,5.0,10.0,40.0,48.0,61.0,0.7368421052631579,5.631578947368421,0.548413888888889,83.33,16.67,0.0,6.25,0.0,31.25,26.32,1.053,1.263,1.605
Italian Serie A,2015/16,Sassuolo,38.0,10.0,8.0,20.0,9.0,1.0,0.0,0.0,2.0,7.0,13.0,61.0,49.0,40.0,0.5789473684210527,4.894736842105263,0.39629722222222225,90.0,10.0,0.0,25.0,0.0,35.0,34.21,1.605,1.289,1.053
Italian Serie A,2015/16,Torino,38.0,9.0,13.0,16.0,6.0,2.0,1.0,3.0,0.0,3.0,15.0,45.0,52.0,55.0,0.7894736842105263,5.105263157894737,0.5814861111111111,66.67,33.33,11.11,23.08,23.08,18.75,39.47,1.184,1.368,1.447
Italian Serie A,2015/16,Udinese,38.0,11.0,14.0,13.0,6.0,3.0,2.0,1.0,1.0,3.0,15.0,39.0,35.0,60.0,0.9473684210526315,5.2894736842105265,0.52048,54.55,45.45,18.18,14.29,7.14,23.08,39.47,1.026,0.921,1.579
Italian Serie A,2015/16,Verona,38.0,6.0,16.0,16.0,3.0,2.0,1.0,1.0,2.0,1.0,13.0,28.0,34.0,63.0,0.6578947368421053,4.7631578947368425,0.6039027777777777,50.0,50.0,16.67,18.75,6.25,6.25,34.21,0.737,0.895,1.658
Italian Serie A,2016/17,Atalanta,38.0,18.0,9.0,11.0,14.0,4.0,0.0,1.0,2.0,6.0,15.0,72.0,62.0,41.0,0.868421052631579,4.947368421052632,0.5301371428571429,77.78,22.22,0.0,33.33,11.11,54.55,39.47,1.895,1.632,1.079
Italian Serie A,2016/17,Bologna,38.0,8.0,12.0,18.0,5.0,2.0,1.0,1.0,0.0,5.0,16.0,41.0,40.0,58.0,1.1578947368421053,4.7105263157894735,0.657175,62.5,37.5,12.5,8.33,8.33,27.78,42.11,1.079,1.053,1.526
Italian Serie A,2016/17,Cagliari,38.0,10.0,16.0,12.0,9.0,1.0,0.0,2.0,1.0,3.0,13.0,47.0,55.0,76.0,1.0,5.2105263157894735,0.5929243243243242,90.0,10.0,0.0,18.75,12.5,25.0,34.21,1.237,1.447,2.0
Italian Serie A,2016/17,Chievo,38.0,7.0,13.0,18.0,5.0,0.0,2.0,2.0,1.0,5.0,17.0,43.0,43.0,61.0,1.131578947368421,4.078947368421052,0.6319057142857143,71.43,28.57,28.57,23.08,15.38,27.78,44.74,1.132,1.132,1.605
Italian Serie A,2016/17,Crotone,38.0,11.0,11.0,16.0,5.0,4.0,2.0,1.0,1.0,3.0,22.0,34.0,34.0,58.0,1.1578947368421053,4.0,0.6198189189189189,45.45,54.55,18.18,18.18,9.09,18.75,57.89,0.895,0.895,1.526
Italian Serie A,2016/17,Empoli,38.0,5.0,13.0,20.0,5.0,0.0,0.0,0.0,0.0,3.0,12.0,32.0,29.0,61.0,1.0263157894736843,5.473684210526316,0.546875,100.0,0.0,0.0,0.0,0.0,15.0,31.58,0.842,0.763,1.605
Italian Serie A,2016/17,Fiorentina,38.0,13.0,17.0,8.0,9.0,4.0,0.0,2.0,5.0,5.0,16.0,60.0,63.0,57.0,0.868421052631579,4.973684210526316,0.5945285714285714,69.23,30.77,0.0,41.18,11.76,62.5,42.11,1.579,1.658,1.5
Italian Serie A,2016/17,Genoa,38.0,6.0,14.0,18.0,4.0,1.0,1.0,1.0,1.0,4.0,15.0,36.0,38.0,64.0,0.9736842105263158,4.815789473684211,0.5799314285714285,66.67,33.33,16.67,14.29,7.14,22.22,39.47,0.947,1.0,1.684
Italian Serie A,2016/17,Inter,38.0,13.0,11.0,14.0,10.0,1.0,2.0,1.0,1.0,8.0,16.0,62.0,72.0,49.0,1.0,4.578947368421052,0.5917921052631577,76.92,23.08,15.38,18.18,9.09,57.14,42.11,1.632,1.895,1.289
Italian Serie A,2016/17,Juventus,38.0,19.0,4.0,15.0,18.0,1.0,0.0,0.0,2.0,11.0,17.0,91.0,77.0,27.0,0.8947368421052632,4.315789473684211,0.54035,94.74,5.26,0.0,50.0,0.0,73.33,44.74,2.395,2.026,0.711
Italian Serie A,2016/17,Lazio,38.0,12.0,7.0,19.0,11.0,1.0,0.0,0.0,2.0,10.0,18.0,70.0,74.0,51.0,1.105263157894737,4.631578947368421,0.6372891891891892,91.67,8.33,0.0,28.57,0.0,52.63,47.37,1.842,1.947,1.342
Italian Serie A,2016/17,Milan,38.0,9.0,11.0,18.0,8.0,1.0,0.0,0.0,5.0,10.0,21.0,63.0,57.0,45.0,0.8947368421052632,5.578947368421052,0.5916027777777777,88.89,11.11,0.0,45.45,0.0,55.56,55.26,1.658,1.5,1.184
Italian Serie A,2016/17,Napoli,38.0,21.0,7.0,10.0,19.0,2.0,0.0,1.0,3.0,6.0,13.0,86.0,94.0,39.0,1.2105263157894737,4.131578947368421,0.6256783783783784,90.48,9.52,0.0,57.14,14.29,60.0,34.21,2.263,2.474,1.026
Italian Serie A,2016/17,Palermo,38.0,8.0,15.0,15.0,3.0,3.0,2.0,0.0,1.0,3.0,17.0,26.0,33.0,77.0,1.0789473684210527,4.7368421052631575,0.5997135135135135,37.5,62.5,25.0,6.67,0.0,20.0,44.74,0.684,0.868,2.026
Italian Serie A,2016/17,Pescara,37.0,5.0,17.0,15.0,2.0,2.0,1.0,0.0,2.0,0.0,15.0,15.0,34.0,81.0,1.162162162162162,4.54054054054054,0.578011111111111,40.0,60.0,20.0,11.76,0.0,0.0,40.54,0.405,0.919,2.189
Italian Serie A,2016/17,Roma,38.0,20.0,6.0,12.0,18.0,1.0,1.0,2.0,1.0,8.0,16.0,87.0,90.0,38.0,1.3157894736842106,3.973684210526316,0.6004540540540543,90.0,10.0,5.0,50.0,33.33,66.67,42.11,2.289,2.368,1.0
Italian Serie A,2016/17,Sampdoria,38.0,10.0,14.0,14.0,3.0,3.0,4.0,2.0,4.0,7.0,22.0,48.0,49.0,55.0,0.9210526315789473,4.657894736842105,0.5416694444444443,30.0,70.0,40.0,42.86,14.29,50.0,57.89,1.263,1.289,1.447
Italian Serie A,2016/17,Sassuolo,37.0,12.0,14.0,11.0,9.0,1.0,2.0,3.0,3.0,1.0,17.0,46.0,58.0,60.0,0.918918918918919,5.027027027027027,0.48149714285714285,75.0,25.0,16.67,42.86,21.43,9.09,45.95,1.243,1.568,1.622
Italian Serie A,2016/17,Torino,38.0,13.0,10.0,15.0,9.0,4.0,0.0,1.0,2.0,3.0,14.0,53.0,71.0,66.0,1.0526315789473684,4.2894736842105265,0.6597628571428571,69.23,30.77,0.0,30.0,10.0,20.0,36.84,1.395,1.868,1.737
Italian Serie A,2016/17,Udinese,38.0,11.0,10.0,17.0,6.0,3.0,2.0,0.0,2.0,6.0,20.0,45.0,47.0,56.0,1.105263157894737,4.315789473684211,0.5996694444444445,54.55,45.45,18.18,20.0,0.0,35.29,52.63,1.184,1.237,1.474
Italian Serie A,2017/18,Atalanta,38.0,10.0,8.0,20.0,7.0,1.0,2.0,0.0,4.0,9.0,20.0,60.0,57.0,39.0,1.0526315789473684,4.2894736842105265,0.6310783783783783,70.0,30.0,20.0,50.0,0.0,45.0,52.63,1.579,1.5,1.026
Italian Serie A,2017/18,Benevento,38.0,3.0,17.0,18.0,2.0,0.0,1.0,1.0,1.0,3.0,19.0,21.0,33.0,84.0,1.1578947368421053,4.131578947368421,0.6433631578947369,66.67,33.33,33.33,11.76,5.88,16.67,50.0,0.553,0.868,2.211
Italian Serie A,2017/18,Bologna,38.0,9.0,10.0,19.0,4.0,2.0,3.0,1.0,1.0,6.0,23.0,39.0,40.0,52.0,1.0789473684210527,4.7631578947368425,0.5423378378378377,44.44,55.56,33.33,20.0,10.0,31.58,60.53,1.026,1.053,1.368
Italian Serie A,2017/18,Cagliari,38.0,7.0,13.0,18.0,6.0,1.0,0.0,0.0,1.0,5.0,16.0,39.0,33.0,61.0,0.9210526315789473,4.684210526315789,0.5629583333333333,85.71,14.29,0.0,7.69,0.0,27.78,42.11,1.026,0.868,1.605
Italian Serie A,2017/18,Chievo,38.0,3.0,11.0,24.0,2.0,0.0,1.0,3.0,0.0,5.0,18.0,40.0,36.0,59.0,0.9210526315789473,3.8684210526315788,0.6434363636363636,66.67,33.33,33.33,27.27,27.27,20.83,47.37,1.053,0.947,1.553
Italian Serie A,2017/18,Crotone,38.0,8.0,19.0,11.0,7.0,1.0,0.0,1.0,3.0,1.0,12.0,35.0,40.0,66.0,0.8157894736842105,3.8421052631578947,0.44910000000000005,87.5,12.5,0.0,21.05,5.26,9.09,31.58,0.921,1.053,1.737
Italian Serie A,2017/18,Fiorentina,38.0,13.0,10.0,15.0,12.0,1.0,0.0,0.0,2.0,4.0,12.0,57.0,54.0,46.0,0.8421052631578947,5.315789473684211,0.5041485714285714,92.31,7.69,0.0,20.0,0.0,26.67,31.58,1.5,1.421,1.211
Italian Serie A,2017/18,Genoa,38.0,7.0,9.0,22.0,6.0,1.0,0.0,0.0,0.0,5.0,16.0,41.0,33.0,43.0,0.5789473684210527,4.184210526315789,0.6772727272727272,85.71,14.29,0.0,0.0,0.0,22.73,42.11,1.079,0.868,1.132
Italian Serie A,2017/18,Inter,38.0,13.0,9.0,16.0,12.0,1.0,0.0,2.0,2.0,6.0,12.0,72.0,66.0,30.0,0.868421052631579,4.2105263157894735,0.6010406249999999,92.31,7.69,0.0,44.44,22.22,37.5,31.58,1.895,1.737,0.789
Italian Serie A,2017/18,Juventus,38.0,22.0,2.0,14.0,19.0,2.0,1.0,2.0,0.0,9.0,16.0,95.0,86.0,24.0,1.263157894736842,4.368421052631579,0.5977228571428572,86.36,13.64,4.55,100.0,100.0,64.29,42.11,2.5,2.263,0.632
Italian Serie A,2017/18,Lazio,38.0,15.0,2.0,21.0,12.0,1.0,2.0,1.0,0.0,8.0,17.0,72.0,89.0,49.0,1.3157894736842106,4.105263157894737,0.5591142857142857,80.0,20.0,13.33,50.0,50.0,38.1,44.74,1.895,2.342,1.289
Italian Serie A,2017/18,Milan,38.0,16.0,8.0,14.0,13.0,3.0,0.0,1.0,0.0,4.0,11.0,64.0,56.0,42.0,0.8421052631578947,4.5,0.5637264705882354,81.25,18.75,0.0,12.5,12.5,28.57,28.95,1.684,1.474,1.105
Italian Serie A,2017/18,Napoli,38.0,17.0,6.0,15.0,16.0,1.0,0.0,2.0,1.0,10.0,14.0,91.0,77.0,29.0,1.0526315789473684,3.8157894736842106,0.5227272727272727,94.12,5.88,0.0,50.0,33.33,66.67,36.84,2.395,2.026,0.763
Italian Serie A,2017/18,Roma,38.0,18.0,6.0,14.0,15.0,2.0,1.0,0.0,2.0,8.0,15.0,77.0,61.0,28.0,0.9210526315789473,3.4210526315789473,0.5042171428571429,83.33,16.67,5.56,33.33,0.0,57.14,39.47,2.026,1.605,0.737
Italian Serie A,2017/18,Sampdoria,38.0,12.0,11.0,15.0,8.0,2.0,2.0,1.0,0.0,7.0,16.0,54.0,56.0,60.0,1.105263157894737,4.5,0.6018527777777778,66.67,33.33,16.67,9.09,9.09,46.67,42.11,1.421,1.474,1.579
Italian Serie A,2017/18,Sassuolo,38.0,6.0,14.0,18.0,5.0,1.0,0.0,0.0,2.0,6.0,14.0,43.0,29.0,59.0,0.8157894736842105,4.684210526315789,0.5002714285714286,83.33,16.67,0.0,14.29,0.0,33.33,36.84,1.132,0.763,1.553
Italian Serie A,2017/18,Spal,38.0,9.0,16.0,13.0,4.0,3.0,2.0,0.0,4.0,4.0,15.0,38.0,39.0,59.0,0.868421052631579,4.894736842105263,0.5782264705882352,44.44,55.56,22.22,25.0,0.0,30.77,39.47,1.0,1.026,1.553
Italian Serie A,2017/18,Torino,38.0,12.0,9.0,17.0,8.0,4.0,0.0,1.0,3.0,4.0,17.0,54.0,54.0,46.0,0.9473684210526315,4.2105263157894735,0.5523857142857143,66.67,33.33,0.0,44.44,11.11,23.53,44.74,1.421,1.421,1.211
Italian Serie A,2017/18,Udinese,38.0,9.0,15.0,14.0,8.0,1.0,0.0,0.0,1.0,4.0,14.0,40.0,48.0,63.0,0.9473684210526315,3.789473684210526,0.4414473684210526,88.89,11.11,0.0,6.67,0.0,28.57,36.84,1.053,1.263,1.658
Italian Serie A,2017/18,Verona,38.0,6.0,20.0,12.0,5.0,0.0,1.0,0.0,1.0,2.0,11.0,25.0,30.0,78.0,1.0526315789473684,4.526315789473684,0.5462972222222222,83.33,16.67,16.67,5.0,0.0,16.67,28.95,0.658,0.789,2.053
Italian Serie A,2018/19,Atalanta,38.0,11.0,10.0,17.0,8.0,2.0,1.0,3.0,3.0,9.0,22.0,69.0,77.0,46.0,1.4210526315789473,4.184210526315789,0.6214314285714285,72.73,27.27,9.09,60.0,30.0,52.94,57.89,1.816,2.026,1.211
Italian Serie A,2018/19,Bologna,38.0,7.0,11.0,20.0,5.0,1.0,1.0,1.0,3.0,5.0,19.0,44.0,48.0,56.0,1.0263157894736843,5.315789473684211,0.5883818181818182,71.43,28.57,14.29,36.36,9.09,25.0,50.0,1.158,1.263,1.474
Italian Serie A,2018/19,Cagliari,38.0,12.0,16.0,10.0,7.0,4.0,1.0,1.0,3.0,2.0,15.0,41.0,36.0,54.0,0.7631578947368421,4.868421052631579,0.5416666666666666,58.33,41.67,8.33,25.0,6.25,20.0,39.47,1.079,0.947,1.421
Italian Serie A,2018/19,Chievo,38.0,4.0,17.0,17.0,0.0,4.0,0.0,0.0,3.0,2.0,17.0,20.0,25.0,75.0,1.0526315789473684,4.868421052631579,0.63184375,0.0,100.0,0.0,17.65,0.0,11.76,44.74,0.526,0.658,1.974
Italian Serie A,2018/19,Empoli,38.0,8.0,15.0,15.0,5.0,1.0,2.0,1.0,4.0,4.0,20.0,38.0,51.0,70.0,1.105263157894737,4.2631578947368425,0.5587972222222223,62.5,37.5,25.0,33.33,6.67,26.67,52.63,1.0,1.342,1.842
Italian Serie A,2018/19,Fiorentina,38.0,5.0,9.0,24.0,3.0,2.0,0.0,0.0,2.0,5.0,15.0,41.0,47.0,45.0,0.6842105263157895,5.105263157894737,0.6000727272727273,60.0,40.0,0.0,22.22,0.0,20.83,39.47,1.079,1.237,1.184
Italian Serie A,2018/19,Frosinone,38.0,7.0,19.0,12.0,4.0,2.0,1.0,0.0,1.0,1.0,9.0,25.0,29.0,69.0,0.9736842105263158,4.947368421052632,0.5328303030303031,57.14,42.86,14.29,5.26,0.0,8.33,23.68,0.658,0.763,1.816
Italian Serie A,2018/19,Genoa,38.0,7.0,14.0,17.0,5.0,1.0,1.0,1.0,3.0,2.0,13.0,38.0,39.0,57.0,0.7894736842105263,5.157894736842105,0.49583529411764704,71.43,28.57,14.29,28.57,7.14,11.76,34.21,1.0,1.026,1.5
Italian Serie A,2018/19,Inter,38.0,15.0,8.0,15.0,10.0,5.0,0.0,0.0,1.0,10.0,18.0,69.0,57.0,33.0,0.9473684210526315,4.842105263157895,0.64524,66.67,33.33,0.0,12.5,0.0,66.67,47.37,1.816,1.5,0.868
Italian Serie A,2018/19,Juventus,38.0,17.0,5.0,16.0,14.0,2.0,1.0,2.0,3.0,12.0,23.0,90.0,70.0,30.0,1.1578947368421053,4.631578947368421,0.5951736842105264,82.35,17.65,5.88,100.0,40.0,75.0,60.53,2.368,1.842,0.789
Italian Serie A,2018/19,Lazio,38.0,16.0,8.0,14.0,13.0,2.0,1.0,0.0,3.0,4.0,17.0,59.0,56.0,46.0,0.868421052631579,4.947368421052632,0.5622789473684211,81.25,18.75,6.25,37.5,0.0,28.57,44.74,1.553,1.474,1.211
Italian Serie A,2018/19,Milan,38.0,15.0,4.0,19.0,9.0,4.0,2.0,0.0,1.0,10.0,20.0,68.0,55.0,36.0,0.8421052631578947,4.2894736842105265,0.6446088235294117,60.0,40.0,13.33,25.0,0.0,52.63,52.63,1.789,1.447,0.947
Italian Serie A,2018/19,Napoli,38.0,15.0,6.0,17.0,14.0,0.0,1.0,2.0,1.0,8.0,15.0,79.0,74.0,36.0,1.105263157894737,4.552631578947368,0.5877441176470589,93.33,6.67,6.67,50.0,33.33,47.06,39.47,2.079,1.947,0.947
Italian Serie A,2018/19,Parma,38.0,12.0,7.0,19.0,7.0,3.0,2.0,0.0,2.0,3.0,20.0,41.0,41.0,61.0,0.9473684210526315,4.684210526315789,0.646570588235294,58.33,41.67,16.67,28.57,0.0,15.79,52.63,1.079,1.079,1.605
Italian Serie A,2018/19,Roma,38.0,16.0,10.0,12.0,11.0,5.0,0.0,0.0,4.0,7.0,18.0,66.0,66.0,48.0,1.0,4.342105263157895,0.5905405405405406,68.75,31.25,0.0,40.0,0.0,58.33,47.37,1.737,1.737,1.263
Italian Serie A,2018/19,Sampdoria,38.0,10.0,8.0,20.0,8.0,2.0,0.0,0.0,1.0,7.0,18.0,53.0,60.0,51.0,1.0789473684210527,5.105263157894737,0.5933285714285714,80.0,20.0,0.0,12.5,0.0,35.0,47.37,1.395,1.579,1.342
Italian Serie A,2018/19,Sassuolo,38.0,10.0,11.0,17.0,7.0,2.0,1.0,0.0,2.0,2.0,10.0,43.0,53.0,60.0,0.7631578947368421,4.868421052631579,0.5396454545454545,70.0,30.0,10.0,18.18,0.0,11.76,26.32,1.132,1.395,1.579
Italian Serie A,2018/19,Spal,38.0,8.0,14.0,16.0,5.0,2.0,1.0,2.0,3.0,4.0,20.0,42.0,44.0,56.0,1.105263157894737,6.052631578947368,0.5814285714285714,62.5,37.5,12.5,35.71,14.29,25.0,52.63,1.105,1.158,1.474
Italian Serie A,2018/19,Torino,38.0,11.0,9.0,18.0,8.0,3.0,0.0,2.0,2.0,6.0,15.0,63.0,52.0,37.0,0.7894736842105263,5.7894736842105265,0.6067718750000001,72.73,27.27,0.0,44.44,22.22,33.33,39.47,1.658,1.368,0.974
Italian Serie A,2018/19,Udinese,38.0,8.0,13.0,17.0,6.0,2.0,0.0,1.0,4.0,4.0,20.0,43.0,39.0,53.0,0.9473684210526315,4.921052631578948,0.5904771428571428,75.0,25.0,0.0,38.46,7.69,23.53,52.63,1.132,1.026,1.395
Italian Serie A,2019/20,Atalanta,38.0,13.0,10.0,15.0,10.0,2.0,1.0,5.0,2.0,8.0,20.0,78.0,98.0,48.0,1.4473684210526316,5.184210526315789,0.5784378378378379,76.92,23.08,7.69,70.0,50.0,53.33,52.63,2.053,2.579,1.263
Italian Serie A,2019/20,Bologna,38.0,9.0,15.0,14.0,4.0,4.0,1.0,3.0,3.0,5.0,21.0,47.0,52.0,65.0,0.9473684210526315,6.0,0.530954054054054,44.44,55.56,11.11,40.0,20.0,35.71,55.26,1.237,1.368,1.711
Italian Serie A,2019/20,Brescia,38.0,6.0,15.0,17.0,1.0,1.0,4.0,1.0,1.0,4.0,19.0,25.0,35.0,79.0,1.3157894736842106,5.5,0.6230702702702703,16.67,83.33,66.67,13.33,6.67,23.53,50.0,0.658,0.921,2.079
Italian Serie A,2019/20,Cagliari,38.0,11.0,15.0,12.0,6.0,3.0,2.0,2.0,4.0,3.0,18.0,45.0,52.0,56.0,0.868421052631579,5.2105263157894735,0.5662055555555556,54.55,45.45,18.18,40.0,13.33,25.0,47.37,1.184,1.368,1.474
Italian Serie A,2019/20,Fiorentina,38.0,11.0,12.0,15.0,7.0,2.0,2.0,1.0,3.0,4.0,15.0,49.0,51.0,48.0,0.8421052631578947,5.5,0.61853125,63.64,36.36,18.18,33.33,8.33,26.67,39.47,1.289,1.342,1.263
Italian Serie A,2019/20,Genoa,38.0,10.0,13.0,15.0,7.0,1.0,2.0,1.0,2.0,2.0,15.0,39.0,47.0,73.0,1.0526315789473684,5.815789473684211,0.5619057142857142,70.0,30.0,20.0,23.08,7.69,13.33,39.47,1.026,1.237,1.921
Italian Serie A,2019/20,Inter,38.0,23.0,6.0,9.0,17.0,4.0,2.0,4.0,2.0,3.0,17.0,82.0,81.0,36.0,1.236842105263158,5.5,0.5512611111111111,73.91,26.09,8.7,100.0,66.67,33.33,44.74,2.158,2.132,0.947
