League,Team,Venue,TeamMatchRows,LeadOpportunities,BehindOpportunities,LevelOpportunities,ProtectedLeads,LeadSlips,LeadCollapses,ComebackWins,RecoveryDraws,DrawBreakthroughs,StateChanges,Points,GoalsFor,GoalsAgainst,AvgSwingIntensity,AvgTotalMatchCards,AvgSecondHalfGoalShare,LeadShieldPct,CollapseExposurePct,LeadCollapsePct,ResilienceRatePct,ComebackWinRatePct,DrawBreakthroughRatePct,StateChangeRatePct,PointsPerMatch,GoalsForPerMatch,GoalsAgainstPerMatch
French Ligue 1,Lyon,Away,181.0,57.0,56.0,68.0,44.0,11.0,2.0,10.0,10.0,27.0,82.0,283.0,307.0,247.0,1.0441988950276244,4.254143646408839,0.549460465116279,77.19,22.81,3.51,35.71,17.86,39.71,45.3,1.564,1.696,1.365
French Ligue 1,Lyon,Home,180.0,85.0,37.0,58.0,71.0,11.0,3.0,8.0,7.0,24.0,68.0,346.0,362.0,203.0,1.0611111111111111,3.6555555555555554,0.5344535294117647,83.53,16.47,3.53,40.54,21.62,41.38,37.78,1.922,2.011,1.128
French Ligue 1,Marseille,Away,181.0,60.0,45.0,76.0,45.0,10.0,5.0,3.0,8.0,31.0,74.0,283.0,268.0,232.0,0.8895027624309392,4.254143646408839,0.5716289940828402,75.0,25.0,8.33,24.44,6.67,40.79,40.88,1.564,1.481,1.282
French Ligue 1,Marseille,Home,181.0,65.0,35.0,81.0,57.0,7.0,1.0,5.0,14.0,34.0,77.0,340.0,328.0,192.0,0.994475138121547,3.9392265193370166,0.5778378698224853,87.69,12.31,1.54,54.29,14.29,41.98,42.54,1.878,1.812,1.061
French Ligue 1,Metz,Away,107.0,21.0,42.0,44.0,13.0,5.0,3.0,3.0,5.0,9.0,43.0,102.0,96.0,186.0,0.9906542056074766,4.018691588785047,0.5425193877551021,61.9,38.1,14.29,19.05,7.14,20.45,40.19,0.953,0.897,1.738
French Ligue 1,Metz,Home,107.0,25.0,36.0,46.0,14.0,8.0,3.0,1.0,5.0,11.0,46.0,108.0,118.0,172.0,0.8785046728971962,3.794392523364486,0.5368578431372549,56.0,44.0,12.0,16.67,2.78,23.91,42.99,1.009,1.103,1.607
French Ligue 1,Monaco,Away,181.0,66.0,49.0,66.0,49.0,12.0,5.0,4.0,12.0,29.0,76.0,293.0,299.0,250.0,0.988950276243094,3.9668508287292816,0.5500783625730994,74.24,25.76,7.58,32.65,8.16,43.94,41.99,1.619,1.652,1.381
French Ligue 1,Monaco,Home,181.0,77.0,39.0,65.0,66.0,8.0,3.0,8.0,8.0,35.0,72.0,363.0,374.0,200.0,1.138121546961326,4.18232044198895,0.5580140350877193,85.71,14.29,3.9,41.03,20.51,53.85,39.78,2.006,2.066,1.105
French Ligue 1,Montpellier,Away,181.0,46.0,65.0,70.0,27.0,13.0,6.0,3.0,10.0,19.0,79.0,193.0,203.0,286.0,1.0055248618784531,3.994475138121547,0.5547617647058822,58.7,41.3,13.04,20.0,4.62,27.14,43.65,1.066,1.122,1.58
French Ligue 1,Montpellier,Home,181.0,48.0,56.0,77.0,35.0,6.0,7.0,7.0,14.0,25.0,82.0,250.0,258.0,248.0,1.0276243093922652,4.375690607734807,0.5674202380952381,72.92,27.08,14.58,37.5,12.5,32.47,45.3,1.381,1.425,1.37
French Ligue 1,Nancy,Away,19.0,2.0,5.0,12.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,11.0,8.0,29.0,1.1578947368421053,3.789473684210526,0.65625,50.0,50.0,0.0,0.0,0.0,8.33,47.37,0.579,0.421,1.526
French Ligue 1,Nancy,Home,19.0,7.0,4.0,8.0,5.0,0.0,2.0,0.0,0.0,2.0,7.0,24.0,21.0,23.0,1.2105263157894737,3.5789473684210527,0.6627411764705882,71.43,28.57,28.57,0.0,0.0,25.0,36.84,1.263,1.105,1.211
French Ligue 1,Nantes,Away,181.0,41.0,57.0,83.0,22.0,14.0,5.0,2.0,8.0,22.0,82.0,190.0,183.0,264.0,0.8674033149171271,4.110497237569061,0.5741035928143713,53.66,46.34,12.2,17.54,3.51,26.51,45.3,1.05,1.011,1.459
French Ligue 1,Nantes,Home,181.0,51.0,44.0,86.0,32.0,13.0,6.0,3.0,9.0,31.0,91.0,246.0,210.0,219.0,1.011049723756906,3.889502762430939,0.6127512048192771,62.75,37.25,11.76,27.27,6.82,36.05,50.28,1.359,1.16,1.21
French Ligue 1,Nice,Away,180.0,50.0,56.0,74.0,32.0,14.0,4.0,8.0,7.0,25.0,72.0,251.0,219.0,214.0,0.8055555555555556,4.1,0.5221754601226993,64.0,36.0,8.0,26.79,14.29,33.78,40.0,1.394,1.217,1.189
French Ligue 1,Nice,Home,182.0,70.0,41.0,71.0,59.0,9.0,2.0,8.0,7.0,31.0,74.0,333.0,282.0,184.0,0.9010989010989011,3.8351648351648353,0.5177543859649123,84.29,15.71,2.86,36.59,19.51,43.66,40.66,1.83,1.549,1.011
French Ligue 1,Nimes,Away,52.0,5.0,23.0,24.0,4.0,1.0,0.0,1.0,2.0,8.0,21.0,49.0,57.0,99.0,1.1923076923076923,3.8461538461538463,0.5877081632653061,80.0,20.0,0.0,13.04,4.35,33.33,40.38,0.942,1.096,1.904
French Ligue 1,Nimes,Home,52.0,15.0,20.0,17.0,11.0,2.0,2.0,0.0,6.0,7.0,23.0,66.0,69.0,74.0,1.0,5.1923076923076925,0.558478,73.33,26.67,13.33,30.0,0.0,41.18,44.23,1.269,1.327,1.423
French Ligue 1,Paris SG,Away,180.0,86.0,23.0,71.0,81.0,4.0,1.0,4.0,7.0,40.0,69.0,404.0,408.0,162.0,1.2055555555555555,3.5388888888888888,0.6060005847953216,94.19,5.81,1.16,47.83,17.39,56.34,38.33,2.244,2.267,0.9
French Ligue 1,Paris SG,Home,181.0,114.0,17.0,50.0,107.0,6.0,1.0,3.0,7.0,29.0,53.0,444.0,503.0,144.0,1.3756906077348066,3.3480662983425415,0.545676,93.86,6.14,0.88,58.82,17.65,58.0,29.28,2.453,2.779,0.796
French Ligue 1,Reims,Away,143.0,32.0,41.0,70.0,20.0,9.0,3.0,1.0,8.0,16.0,58.0,161.0,148.0,195.0,0.8321678321678322,3.804195804195804,0.5567566929133858,62.5,37.5,9.38,21.95,2.44,22.86,40.56,1.126,1.035,1.364
French Ligue 1,Reims,Home,143.0,48.0,39.0,56.0,33.0,8.0,7.0,2.0,9.0,14.0,53.0,193.0,166.0,158.0,0.7622377622377622,3.9510489510489513,0.5174733870967743,68.75,31.25,14.58,28.21,5.13,25.0,37.06,1.35,1.161,1.105
French Ligue 1,Rennes,Away,181.0,50.0,53.0,78.0,35.0,12.0,3.0,5.0,14.0,16.0,86.0,220.0,236.0,246.0,0.9723756906077348,3.867403314917127,0.5972598837209303,70.0,30.0,6.0,35.85,9.43,20.51,47.51,1.215,1.304,1.359
French Ligue 1,Rennes,Home,181.0,67.0,34.0,80.0,50.0,13.0,4.0,2.0,8.0,43.0,92.0,321.0,302.0,185.0,1.0607734806629834,4.204419889502763,0.5941286516853932,74.63,25.37,5.97,29.41,5.88,53.75,50.83,1.773,1.669,1.022
French Ligue 1,St Etienne,Away,145.0,28.0,52.0,65.0,18.0,5.0,5.0,3.0,4.0,20.0,61.0,153.0,143.0,231.0,1.0344827586206897,4.006896551724138,0.5866441176470588,64.29,35.71,17.86,13.46,5.77,30.77,42.07,1.055,0.986,1.593
French Ligue 1,St Etienne,Home,145.0,34.0,52.0,59.0,27.0,4.0,3.0,8.0,15.0,22.0,65.0,214.0,198.0,192.0,1.0758620689655172,3.8413793103448275,0.5518833333333333,79.41,20.59,8.82,44.23,15.38,37.29,44.83,1.476,1.366,1.324
French Ligue 1,Strasbourg,Away,143.0,35.0,53.0,55.0,23.0,9.0,3.0,0.0,8.0,14.0,50.0,153.0,171.0,219.0,0.8671328671328671,3.7482517482517483,0.5620272058823529,65.71,34.29,8.57,15.09,0.0,25.45,34.97,1.07,1.196,1.531
French Ligue 1,Strasbourg,Home,142.0,47.0,44.0,51.0,32.0,12.0,3.0,5.0,11.0,20.0,63.0,213.0,217.0,182.0,0.8802816901408451,4.176056338028169,0.5487142857142857,68.09,31.91,6.38,36.36,11.36,39.22,44.37,1.5,1.528,1.282
French Ligue 1,Toulouse,Away,144.0,29.0,52.0,63.0,19.0,6.0,4.0,5.0,7.0,8.0,60.0,134.0,135.0,227.0,0.9930555555555556,4.083333333333333,0.5604165354330709,65.52,34.48,13.79,23.08,9.62,12.7,41.67,0.931,0.938,1.576
French Ligue 1,Toulouse,Home,142.0,34.0,36.0,72.0,21.0,8.0,5.0,3.0,9.0,18.0,69.0,171.0,179.0,184.0,0.852112676056338,4.183098591549296,0.6165569230769231,61.76,38.24,14.71,33.33,8.33,25.0,48.59,1.204,1.261,1.296
French Ligue 1,Troyes,Away,76.0,14.0,32.0,30.0,4.0,5.0,5.0,1.0,4.0,6.0,44.0,43.0,74.0,169.0,1.381578947368421,3.3947368421052633,0.6183894736842106,28.57,71.43,35.71,15.62,3.12,20.0,57.89,0.566,0.974,2.224
French Ligue 1,Troyes,Home,76.0,18.0,31.0,27.0,9.0,9.0,0.0,0.0,7.0,5.0,31.0,70.0,68.0,107.0,0.8157894736842105,4.0394736842105265,0.5492782608695652,50.0,50.0,0.0,22.58,0.0,18.52,40.79,0.921,0.895,1.408
German Bundesliga,Augsburg,Away,170.0,38.0,66.0,66.0,22.0,7.0,9.0,4.0,8.0,14.0,67.0,162.0,186.0,308.0,1.0,3.764705882352941,0.5159690322580646,57.89,42.11,23.68,18.18,6.06,21.21,39.41,0.953,1.094,1.812
German Bundesliga,Augsburg,Home,170.0,45.0,49.0,76.0,30.0,11.0,4.0,5.0,7.0,20.0,73.0,213.0,232.0,259.0,0.9529411764705882,4.158823529411765,0.5758849056603773,66.67,33.33,8.89,24.49,10.2,26.32,42.94,1.253,1.365,1.524
German Bundesliga,Bayern Munich,Away,170.0,93.0,25.0,52.0,83.0,4.0,6.0,4.0,5.0,27.0,53.0,369.0,395.0,185.0,1.0941176470588236,3.4058823529411764,0.4996524390243902,89.25,10.75,6.45,36.0,16.0,51.92,31.18,2.171,2.324,1.088
German Bundesliga,Bayern Munich,Home,170.0,105.0,18.0,47.0,95.0,8.0,2.0,6.0,6.0,32.0,57.0,425.0,535.0,142.0,1.576470588235294,2.652941176470588,0.5347630952380953,90.48,9.52,1.9,66.67,33.33,68.09,33.53,2.5,3.147,0.835
German Bundesliga,Bielefeld,Away,34.0,5.0,14.0,15.0,3.0,2.0,0.0,0.0,2.0,3.0,14.0,27.0,25.0,59.0,1.0588235294117647,3.176470588235294,0.6091419354838711,60.0,40.0,0.0,14.29,0.0,20.0,41.18,0.794,0.735,1.735
German Bundesliga,Bielefeld,Home,34.0,3.0,10.0,21.0,2.0,1.0,0.0,0.0,3.0,6.0,17.0,36.0,28.0,46.0,0.8823529411764706,3.676470588235294,0.6930096774193548,66.67,33.33,0.0,30.0,0.0,28.57,50.0,1.059,0.824,1.353
German Bundesliga,Bochum,Away,67.0,9.0,33.0,25.0,5.0,1.0,3.0,1.0,2.0,4.0,23.0,42.0,60.0,154.0,1.1194029850746268,3.8507462686567164,0.5492812499999999,55.56,44.44,33.33,9.09,3.03,16.0,34.33,0.627,0.896,2.299
German Bundesliga,Bochum,Home,68.0,23.0,22.0,23.0,15.0,8.0,0.0,0.0,4.0,9.0,29.0,90.0,91.0,111.0,0.9558823529411765,4.220588235294118,0.5808090909090907,65.22,34.78,0.0,18.18,0.0,39.13,42.65,1.324,1.338,1.632
German Bundesliga,Darmstadt,Away,51.0,10.0,17.0,24.0,5.0,2.0,3.0,0.0,2.0,5.0,24.0,41.0,48.0,104.0,1.2941176470588236,4.372549019607843,0.6037408163265306,50.0,50.0,30.0,11.76,0.0,20.83,47.06,0.804,0.941,2.039
German Bundesliga,Darmstadt,Home,51.0,11.0,22.0,18.0,5.0,4.0,2.0,0.0,3.0,4.0,22.0,39.0,48.0,98.0,1.0,4.137254901960785,0.5867297872340425,45.45,54.55,18.18,13.64,0.0,22.22,43.14,0.765,0.941,1.922
German Bundesliga,Dortmund,Away,170.0,62.0,53.0,55.0,49.0,9.0,4.0,10.0,10.0,21.0,67.0,280.0,309.0,247.0,1.0823529411764705,3.776470588235294,0.5376509202453988,79.03,20.97,6.45,37.74,18.87,38.18,39.41,1.647,1.818,1.453
German Bundesliga,Dortmund,Home,170.0,93.0,28.0,49.0,83.0,8.0,2.0,7.0,6.0,30.0,60.0,386.0,456.0,195.0,1.3470588235294119,3.5470588235294116,0.5698542168674698,89.25,10.75,2.15,46.43,25.0,61.22,35.29,2.271,2.682,1.147
German Bundesliga,Ein Frankfurt,Away,170.0,46.0,55.0,69.0,32.0,11.0,3.0,3.0,7.0,17.0,69.0,198.0,223.0,286.0,1.011764705882353,4.041176470588235,0.5500586419753086,69.57,30.43,6.52,18.18,5.45,24.64,40.59,1.165,1.312,1.682
German Bundesliga,Ein Frankfurt,Home,170.0,64.0,46.0,60.0,50.0,11.0,3.0,8.0,15.0,19.0,67.0,287.0,302.0,212.0,0.9647058823529412,4.258823529411765,0.5388251572327044,78.12,21.88,4.69,50.0,17.39,31.67,39.41,1.688,1.776,1.247
German Bundesliga,FC Koln,Away,136.0,28.0,56.0,52.0,16.0,9.0,3.0,5.0,8.0,8.0,50.0,131.0,155.0,254.0,1.0147058823529411,4.0661764705882355,0.5865746031746032,57.14,42.86,10.71,23.21,8.93,15.38,36.76,0.963,1.14,1.868
German Bundesliga,FC Koln,Home,136.0,33.0,46.0,57.0,20.0,8.0,5.0,6.0,7.0,19.0,60.0,173.0,183.0,192.0,0.9926470588235294,4.029411764705882,0.5593352,60.61,39.39,15.15,28.26,13.04,33.33,44.12,1.272,1.346,1.412
German Bundesliga,Fortuna Dusseldorf,Away,34.0,8.0,15.0,11.0,4.0,2.0,2.0,0.0,4.0,2.0,14.0,29.0,40.0,76.0,1.3823529411764706,3.9411764705882355,0.6416,50.0,50.0,25.0,26.67,0.0,18.18,41.18,0.853,1.176,2.235
German Bundesliga,Fortuna Dusseldorf,Home,34.0,9.0,7.0,18.0,7.0,1.0,1.0,1.0,0.0,5.0,16.0,45.0,45.0,56.0,1.2352941176470589,4.235294117647059,0.6596030303030302,77.78,22.22,11.11,14.29,14.29,27.78,47.06,1.324,1.324,1.647
German Bundesliga,Freiburg,Away,153.0,35.0,51.0,67.0,24.0,4.0,7.0,2.0,5.0,17.0,54.0,169.0,175.0,275.0,0.9934640522875817,3.366013071895425,0.5850820143884893,68.57,31.43,20.0,13.73,3.92,25.37,35.29,1.105,1.144,1.797
German Bundesliga,Freiburg,Home,153.0,49.0,35.0,69.0,41.0,4.0,4.0,3.0,8.0,27.0,58.0,255.0,248.0,202.0,0.9150326797385621,3.810457516339869,0.5675784722222222,83.67,16.33,8.16,31.43,8.57,39.13,37.91,1.667,1.621,1.32
German Bundesliga,Greuther Furth,Away,17.0,4.0,7.0,6.0,0.0,1.0,3.0,0.0,0.0,0.0,7.0,4.0,13.0,49.0,1.588235294117647,3.2941176470588234,0.5911133333333333,0.0,100.0,75.0,0.0,0.0,0.0,41.18,0.235,0.765,2.882
German Bundesliga,Greuther Furth,Home,17.0,2.0,8.0,7.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,14.0,15.0,33.0,0.7058823529411765,3.2941176470588234,0.6382714285714286,100.0,0.0,0.0,12.5,0.0,14.29,23.53,0.824,0.882,1.941
German Bundesliga,Hamburg,Away,51.0,8.0,18.0,25.0,6.0,2.0,0.0,0.0,1.0,4.0,20.0,41.0,44.0,93.0,1.1176470588235294,3.6470588235294117,0.5914847826086956,75.0,25.0,0.0,5.56,0.0,16.0,39.22,0.804,0.863,1.824
German Bundesliga,Hamburg,Home,51.0,10.0,13.0,28.0,6.0,2.0,2.0,1.0,2.0,12.0,27.0,69.0,58.0,67.0,0.9019607843137255,4.627450980392157,0.6345511111111111,60.0,40.0,20.0,23.08,7.69,42.86,52.94,1.353,1.137,1.314
German Bundesliga,Hannover,Away,51.0,4.0,26.0,21.0,1.0,2.0,1.0,2.0,4.0,2.0,21.0,30.0,48.0,106.0,0.9607843137254902,3.7254901960784315,0.563,25.0,75.0,25.0,23.08,7.69,9.52,41.18,0.588,0.941,2.078
German Bundesliga,Hannover,Home,51.0,11.0,21.0,19.0,10.0,1.0,0.0,0.0,1.0,7.0,19.0,55.0,58.0,81.0,1.0,3.5294117647058822,0.5675183673469387,90.91,9.09,0.0,4.76,0.0,36.84,37.25,1.078,1.137,1.588
German Bundesliga,Heidenheim,Away,34.0,6.0,18.0,10.0,5.0,1.0,0.0,0.0,5.0,3.0,12.0,34.0,44.0,60.0,0.7058823529411765,4.147058823529412,0.4165264705882353,83.33,16.67,0.0,27.78,0.0,30.0,35.29,1.0,1.294,1.765
German Bundesliga,Heidenheim,Home,34.0,7.0,17.0,10.0,6.0,0.0,1.0,2.0,2.0,2.0,10.0,37.0,43.0,59.0,0.9411764705882353,3.6470588235294117,0.6150833333333333,85.71,14.29,14.29,23.53,11.76,20.0,29.41,1.088,1.265,1.735
German Bundesliga,Hertha,Away,136.0,26.0,61.0,49.0,18.0,4.0,4.0,4.0,8.0,9.0,49.0,125.0,152.0,237.0,1.0147058823529411,3.7794117647058822,0.5871795275590551,69.23,30.77,15.38,19.67,6.56,18.37,36.03,0.919,1.118,1.743
German Bundesliga,Hertha,Home,136.0,43.0,43.0,50.0,32.0,8.0,3.0,4.0,6.0,18.0,49.0,198.0,193.0,206.0,1.0,3.7279411764705883,0.5351007936507935,74.42,25.58,6.98,23.26,9.3,36.0,36.03,1.456,1.419,1.515
German Bundesliga,Hoffenheim,Away,170.0,46.0,62.0,62.0,27.0,11.0,8.0,6.0,12.0,14.0,69.0,194.0,263.0,293.0,1.0235294117647058,4.029411764705882,0.5350475308641975,58.7,41.3,17.39,29.03,9.68,22.58,40.59,1.141,1.547,1.724
German Bundesliga,Hoffenheim,Home,170.0,57.0,51.0,62.0,42.0,13.0,2.0,8.0,7.0,25.0,71.0,266.0,299.0,256.0,1.0823529411764705,3.776470588235294,0.5386240740740741,73.68,26.32,3.51,29.41,15.69,40.32,41.76,1.565,1.759,1.506
German Bundesliga,Holstein Kiel,Away,17.0,5.0,12.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,5.0,11.0,25.0,39.0,0.7647058823529411,4.764705882352941,0.5214352941176471,40.0,60.0,0.0,16.67,0.0,,29.41,0.647,1.471,2.294
German Bundesliga,Holstein Kiel,Home,17.0,4.0,9.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,14.0,24.0,41.0,0.8235294117647058,4.529411764705882,0.3760529411764706,100.0,0.0,0.0,11.11,0.0,0.0,23.53,0.824,1.412,2.412
German Bundesliga,Ingolstadt,Away,34.0,5.0,11.0,18.0,3.0,2.0,0.0,0.0,2.0,4.0,18.0,29.0,26.0,51.0,0.9411764705882353,4.882352941176471,0.59784375,60.0,40.0,0.0,18.18,0.0,22.22,52.94,0.853,0.765,1.5
German Bundesliga,Ingolstadt,Home,34.0,10.0,9.0,15.0,6.0,4.0,0.0,3.0,0.0,2.0,16.0,43.0,43.0,48.0,1.0588235294117647,4.029411764705882,0.5904060606060606,60.0,40.0,0.0,33.33,33.33,13.33,47.06,1.265,1.265,1.412
German Bundesliga,Leverkusen,Away,170.0,64.0,44.0,62.0,56.0,7.0,1.0,9.0,10.0,19.0,66.0,292.0,306.0,225.0,1.0588235294117647,3.8588235294117648,0.5515056603773585,87.5,12.5,1.56,43.18,20.45,30.65,38.82,1.718,1.8,1.324
German Bundesliga,Leverkusen,Home,170.0,79.0,32.0,59.0,62.0,10.0,7.0,5.0,3.0,24.0,60.0,310.0,342.0,212.0,1.0823529411764705,3.876470588235294,0.553900625,78.48,21.52,8.86,25.0,15.62,40.68,35.29,1.824,2.012,1.247
German Bundesliga,M'gladbach,Away,170.0,48.0,61.0,61.0,27.0,15.0,6.0,4.0,12.0,15.0,79.0,184.0,240.0,314.0,1.1647058823529413,3.541176470588235,0.5399811320754717,56.25,43.75,12.5,26.23,6.56,24.59,46.47,1.082,1.412,1.847
German Bundesliga,M'gladbach,Home,170.0,65.0,30.0,75.0,52.0,7.0,6.0,3.0,3.0,33.0,69.0,299.0,321.0,215.0,1.0470588235294118,3.9647058823529413,0.5906037037037036,80.0,20.0,9.23,20.0,10.0,44.0,40.59,1.759,1.888,1.265
German Bundesliga,Mainz,Away,170.0,46.0,67.0,57.0,32.0,10.0,4.0,2.0,9.0,11.0,62.0,174.0,204.0,307.0,0.9764705882352941,4.170588235294118,0.510755625,69.57,30.43,8.7,16.42,2.99,19.3,36.47,1.024,1.2,1.806
German Bundesliga,Mainz,Home,170.0,58.0,46.0,66.0,42.0,12.0,4.0,6.0,10.0,19.0,74.0,247.0,251.0,214.0,0.9588235294117647,4.358823529411764,0.5166445859872612,72.41,27.59,6.9,34.78,13.04,28.79,43.53,1.453,1.476,1.259
German Bundesliga,Nurnberg,Away,17.0,2.0,12.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,7.0,3.0,10.0,46.0,1.411764705882353,3.3529411764705883,0.5315117647058824,0.0,100.0,50.0,16.67,0.0,0.0,41.18,0.176,0.588,2.706
German Bundesliga,Nurnberg,Home,17.0,2.0,4.0,11.0,1.0,0.0,1.0,0.0,2.0,2.0,9.0,16.0,16.0,22.0,1.2941176470588236,3.7058823529411766,0.74479375,50.0,50.0,50.0,50.0,0.0,18.18,52.94,0.941,0.941,1.294
German Bundesliga,Paderborn,Away,17.0,2.0,7.0,8.0,0.0,2.0,0.0,0.0,1.0,2.0,8.0,12.0,16.0,28.0,0.8823529411764706,3.764705882352941,0.5488933333333333,0.0,100.0,0.0,14.29,0.0,25.0,47.06,0.706,0.941,1.647
German Bundesliga,Paderborn,Home,17.0,2.0,11.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,21.0,46.0,1.0588235294117647,5.352941176470588,0.41764705882352937,100.0,0.0,0.0,0.0,0.0,0.0,11.76,0.471,1.235,2.706
German Bundesliga,RB Leipzig,Away,153.0,55.0,41.0,57.0,44.0,9.0,2.0,4.0,8.0,20.0,58.0,243.0,269.0,200.0,1.0196078431372548,4.222222222222222,0.5828524475524475,80.0,20.0,3.64,29.27,9.76,35.09,37.91,1.588,1.758,1.307
German Bundesliga,RB Leipzig,Home,153.0,77.0,30.0,46.0,65.0,6.0,6.0,7.0,10.0,20.0,53.0,314.0,324.0,155.0,1.130718954248366,3.9215686274509802,0.5233787234042554,84.42,15.58,7.79,56.67,23.33,43.48,34.64,2.052,2.118,1.013
German Bundesliga,Schalke 04,Away,119.0,19.0,46.0,54.0,16.0,2.0,1.0,0.0,7.0,12.0,42.0,115.0,127.0,217.0,1.0588235294117647,4.0588235294117645,0.599011009174312,84.21,15.79,5.26,15.22,0.0,22.22,35.29,0.966,1.067,1.824
German Bundesliga,Schalke 04,Home,119.0,39.0,35.0,45.0,25.0,12.0,2.0,1.0,4.0,17.0,47.0,162.0,157.0,179.0,1.084033613445378,4.109243697478991,0.5873098214285714,64.1,35.9,5.13,14.29,2.86,37.78,39.5,1.361,1.319,1.504
German Bundesliga,St Pauli,Away,17.0,6.0,5.0,6.0,4.0,2.0,0.0,0.0,0.0,1.0,7.0,18.0,18.0,22.0,0.7647058823529411,4.176470588235294,0.4385375,66.67,33.33,0.0,0.0,0.0,16.67,41.18,1.059,1.059,1.294
German Bundesliga,St Pauli,Home,17.0,3.0,7.0,7.0,2.0,1.0,0.0,0.0,2.0,1.0,8.0,14.0,10.0,19.0,0.9411764705882353,3.7058823529411766,0.6166666666666667,66.67,33.33,0.0,28.57,0.0,14.29,47.06,0.824,0.588,1.118
German Bundesliga,Stuttgart,Away,136.0,27.0,48.0,61.0,19.0,5.0,3.0,2.0,8.0,15.0,58.0,142.0,177.0,254.0,1.0955882352941178,4.147058823529412,0.6002434108527132,70.37,29.63,11.11,20.83,4.17,24.59,42.65,1.044,1.301,1.868
German Bundesliga,Stuttgart,Home,136.0,45.0,45.0,46.0,36.0,7.0,2.0,6.0,10.0,16.0,58.0,204.0,225.0,190.0,1.0514705882352942,4.036764705882353,0.5623706766917294,80.0,20.0,4.44,35.56,13.33,34.78,42.65,1.5,1.654,1.397
German Bundesliga,Union Berlin,Away,102.0,21.0,39.0,42.0,12.0,4.0,5.0,4.0,2.0,12.0,41.0,106.0,109.0,173.0,1.0392156862745099,3.950980392156863,0.5916326315789474,57.14,42.86,23.81,15.38,10.26,28.57,40.2,1.039,1.069,1.696
German Bundesliga,Union Berlin,Home,101.0,31.0,23.0,47.0,25.0,6.0,0.0,3.0,4.0,21.0,40.0,177.0,151.0,117.0,0.9207920792079208,3.623762376237624,0.5129010752688171,80.65,19.35,0.0,30.43,13.04,44.68,39.6,1.752,1.495,1.158
German Bundesliga,Werder Bremen,Away,153.0,37.0,56.0,60.0,27.0,7.0,3.0,2.0,12.0,19.0,64.0,183.0,220.0,278.0,0.9607843137254902,4.431372549019608,0.563088,72.97,27.03,8.11,25.0,3.57,31.67,41.83,1.196,1.438,1.817
German Bundesliga,Werder Bremen,Home,153.0,42.0,49.0,62.0,32.0,6.0,4.0,1.0,7.0,16.0,54.0,186.0,217.0,241.0,0.8496732026143791,4.071895424836601,0.5355833333333333,76.19,23.81,9.52,16.33,2.04,25.81,35.29,1.216,1.418,1.575
German Bundesliga,Wolfsburg,Away,170.0,50.0,53.0,67.0,38.0,6.0,6.0,1.0,9.0,20.0,66.0,215.0,217.0,264.0,1.0411764705882354,3.947058823529412,0.577183850931677,76.0,24.0,12.0,18.87,1.89,29.85,38.82,1.265,1.276,1.553
German Bundesliga,Wolfsburg,Home,170.0,57.0,49.0,64.0,43.0,8.0,6.0,2.0,13.0,16.0,61.0,236.0,268.0,230.0,0.888235294117647,4.129411764705883,0.5435297468354431,75.44,24.56,10.53,30.61,4.08,25.0,35.88,1.388,1.576,1.353
Italian Serie A,Atalanta,Away,190.0,74.0,46.0,70.0,58.0,13.0,3.0,9.0,11.0,26.0,82.0,327.0,335.0,222.0,1.0947368421052632,4.626315789473685,0.5617173184357541,78.38,21.62,4.05,43.48,19.57,37.14,43.16,1.721,1.763,1.168
Italian Serie A,Atalanta,Home,190.0,64.0,41.0,85.0,54.0,6.0,4.0,9.0,7.0,36.0,80.0,341.0,371.0,221.0,1.0368421052631578,4.321052631578947,0.5980310734463277,84.38,15.62,6.25,39.02,21.95,42.35,42.11,1.795,1.953,1.163
Italian Serie A,Benevento,Away,38.0,5.0,20.0,13.0,3.0,1.0,1.0,1.0,2.0,2.0,15.0,24.0,31.0,80.0,1.0526315789473684,4.7105263157894735,0.5324972972972972,60.0,40.0,20.0,15.0,5.0,15.38,39.47,0.632,0.816,2.105
Italian Serie A,Benevento,Home,38.0,5.0,17.0,16.0,1.0,3.0,1.0,1.0,1.0,5.0,17.0,30.0,42.0,79.0,1.0263157894736843,4.2105263157894735,0.6343027027027027,20.0,80.0,20.0,11.76,5.88,31.25,44.74,0.789,1.105,2.079
Italian Serie A,Bologna,Away,190.0,29.0,67.0,94.0,16.0,9.0,4.0,9.0,7.0,24.0,86.0,200.0,202.0,300.0,0.9105263157894737,4.8052631578947365,0.5838204678362574,55.17,44.83,13.79,23.88,13.43,25.53,45.26,1.053,1.063,1.579
Italian Serie A,Bologna,Home,190.0,60.0,50.0,80.0,40.0,14.0,6.0,7.0,11.0,30.0,90.0,284.0,270.0,224.0,0.9842105263157894,5.021052631578947,0.5735758426966292,66.67,33.33,10.0,36.0,14.0,37.5,47.37,1.495,1.421,1.179
